Style_No,Pack_Qty,Product,Fabric_Type,Order_Category,Country,Price,Quantity,Pre,Temp,CCI,Order_Month
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,South Korea,1.28,2793,161.47,20.74,98.32316999999999,9
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Sweden,1.28,18144,54.45,8.66,93.60998000000001,9
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Sweden,1.28,3472,54.45,8.66,93.60998000000001,9
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Denmark,1.28,1296,95.86,13.4,95.93226,9
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.28,19728,168.43,24.26,100.9118,9
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Poland,1.28,12168,70.85,12.92,97.63363000000001,9
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Turkey,1.28,1296,20.44,19.93,95.20469,9
TOBIE LS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.46,2184,168.43,24.26,100.9118,9
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.95,196,108.63,25.18,99.96684,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Germany,1.49,450,49.5,12.98,96.30234,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,India,1.49,885,108.63,25.18,99.96684,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.23,19872,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.23,810,99.54,10.81,94.67357,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Australia,1.34,11796,46.14,22.59,97.90852,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.37,120,27.37,8.36,93.16306,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.37,2220,51.87,16.4,97.59904,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.37,876,93.34,14.28,96.89653,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.37,372,63.76,21.71,101.2057,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Poland,1.37,13200,28.13,11.67,97.61638,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.37,324,84.23,13.67,98.25504000000001,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.37,2208,54.58,5.28,93.34894,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.37,180,25.75,14.38,95.83855,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.37,2592,157.3,11.64,92.31344,10
TOBIE LS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United States,1.37,5628,45.3,10.66,96.78831,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.37,500,46.14,22.59,97.90852,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.37,2500,108.63,25.18,99.96684,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.37,700,63.76,21.71,101.2057,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Sweden,1.37,2850,54.58,5.28,93.34894,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,United Kingdom,1.37,2150,157.3,11.64,92.31344,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,United States,1.37,9300,45.3,10.66,96.78831,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.4,550,46.14,22.59,97.90852,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.4,13200,108.63,25.18,99.96684,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.4,1925,93.34,14.28,96.89653,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.4,2585,63.76,21.71,101.2057,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.4,825,84.23,13.67,98.25504000000001,10
ALGOT 2P CAP,2,CAP,RIB,STORE,Australia,0.98,364,46.14,22.59,97.90852,10
ALGOT 2P CAP,2,CAP,RIB,STORE,Chile,0.98,936,49.4,9.2,95.42046,10
ALGOT 2P CAP,2,CAP,RIB,STORE,Germany,0.98,364,49.5,12.98,96.30234,10
ALGOT 2P CAP,2,CAP,RIB,STORE,South Africa,0.98,260,25.29,21.43,97.89985,10
ALGOT 2P CAP,2,CAP,RIB,STORE,Turkey,0.98,6396,25.75,14.38,95.83855,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.24,174,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.24,492,45.3,10.66,96.78831,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.24,2256,49.5,12.98,96.30234,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Australia,1.68,2850,46.14,22.59,97.90852,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,China,1.68,1500,27.37,8.36,93.16306,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,India,1.68,3750,108.63,25.18,99.96684,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Japan,1.68,10875,93.34,14.28,96.89653,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Mexico,1.68,4800,63.76,21.71,101.2057,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,South Korea,1.68,4125,84.23,13.67,98.25504000000001,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Turkey,1.68,2700,25.75,14.38,95.83855,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.24,1956,45.3,10.66,96.78831,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Denmark,1.28,255,60.41,12.22,95.77722,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Germany,1.28,442,49.5,12.98,96.30234,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.28,170,93.34,14.28,96.89653,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.28,2431,63.76,21.71,101.2057,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Poland,1.28,12937,28.13,11.67,97.61638,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.28,170,84.23,13.67,98.25504000000001,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.28,782,54.58,5.28,93.34894,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.28,7735,157.3,11.64,92.31344,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United States,1.28,6749,45.3,10.66,96.78831,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Denmark,1.28,2142,60.41,12.22,95.77722,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.28,4879,49.5,12.98,96.30234,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,India,1.28,170,108.63,25.18,99.96684,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Japan,1.28,170,93.34,14.28,96.89653,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Poland,1.28,17238,28.13,11.67,97.61638,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,South Korea,1.28,170,84.23,13.67,98.25504000000001,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Sweden,1.28,6324,54.58,5.28,93.34894,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Turkey,1.28,238,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United Kingdom,1.28,13447,157.3,11.64,92.31344,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.28,6375,45.3,10.66,96.78831,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Denmark,1.28,2142,60.41,12.22,95.77722,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.28,442,49.5,12.98,96.30234,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,India,1.28,170,108.63,25.18,99.96684,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Japan,1.28,170,93.34,14.28,96.89653,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.28,2414,63.76,21.71,101.2057,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Poland,1.28,12937,28.13,11.67,97.61638,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,South Korea,1.28,170,84.23,13.67,98.25504000000001,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Sweden,1.28,6324,54.58,5.28,93.34894,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Turkey,1.28,391,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United Kingdom,1.28,7752,157.3,11.64,92.31344,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.28,6375,45.3,10.66,96.78831,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Denmark,1.28,7911,60.41,12.22,95.77722,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,India,1.28,3051,108.63,25.18,99.96684,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,South Korea,1.28,90,84.23,13.67,98.25504000000001,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Turkey,1.28,1044,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Denmark,1.21,876,60.41,12.22,95.77722,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,India,1.21,40,108.63,25.18,99.96684,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Sweden,1.21,13888,54.58,5.28,93.34894,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Turkey,1.21,60,25.75,14.38,95.83855,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Australia,1.68,4275,46.14,22.59,97.90852,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,China,1.68,1500,27.37,8.36,93.16306,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,India,1.68,11250,108.63,25.18,99.96684,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Japan,1.68,8175,93.34,14.28,96.89653,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Mexico,1.68,4800,63.76,21.71,101.2057,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,South Korea,1.68,3075,84.23,13.67,98.25504000000001,10
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Turkey,1.68,2175,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.28,260,49.5,12.98,96.30234,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Japan,1.28,100,93.34,14.28,96.89653,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.28,1430,63.76,21.71,101.2057,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Poland,1.28,7600,28.13,11.67,97.61638,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United Kingdom,1.28,560,157.3,11.64,92.31344,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Denmark,1.28,2142,60.41,12.22,95.77722,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.28,442,49.5,12.98,96.30234,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Japan,1.28,170,93.34,14.28,96.89653,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.28,2414,63.76,21.71,101.2057,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Poland,1.28,12937,28.13,11.67,97.61638,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,South Korea,1.28,170,84.23,13.67,98.25504000000001,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Sweden,1.28,6324,54.58,5.28,93.34894,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,Turkey,1.28,391,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United Kingdom,1.28,7735,157.3,11.64,92.31344,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.28,6749,45.3,10.66,96.78831,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.24,2562,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.24,861,99.54,10.81,94.67357,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.24,17451,45.3,10.66,96.78831,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.24,1176,49.5,12.98,96.30234,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.24,6258,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.24,210,99.54,10.81,94.67357,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.24,1386,45.3,10.66,96.78831,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Denmark,1.49,6348,60.41,12.22,95.77722,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Germany,1.49,666,49.5,12.98,96.30234,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.24,600,49.5,12.98,96.30234,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.24,5760,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.24,240,99.54,10.81,94.67357,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.24,18864,45.3,10.66,96.78831,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.24,8040,49.5,12.98,96.30234,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.24,9672,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.24,240,99.54,10.81,94.67357,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,United States,1.24,16104,45.3,10.66,96.78831,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.24,768,49.5,12.98,96.30234,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Mexico,1.24,8064,63.76,21.71,101.2057,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Switzerland,1.24,240,99.54,10.81,94.67357,10
ALGOT BODY,3,BODY,RIB,STORE,South Africa,1.99,828,25.29,21.43,97.89985,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,China,1.56,120,27.37,8.36,93.16306,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.56,1212,108.63,25.18,99.96684,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.56,1248,93.34,14.28,96.89653,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.56,1368,63.76,21.71,101.2057,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Poland,1.56,13680,28.13,11.67,97.61638,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,South Korea,1.56,552,84.23,13.67,98.25504000000001,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.56,11640,54.58,5.28,93.34894,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.56,12360,157.3,11.64,92.31344,10
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United States,1.56,16632,45.3,10.66,96.78831,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,China,1.56,120,27.37,8.36,93.16306,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.56,1212,108.63,25.18,99.96684,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.56,1248,93.34,14.28,96.89653,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.56,1368,63.76,21.71,101.2057,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Poland,1.56,13680,28.13,11.67,97.61638,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,South Korea,1.56,552,84.23,13.67,98.25504000000001,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.56,11640,54.58,5.28,93.34894,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.56,12360,157.3,11.64,92.31344,10
LS RIB SET,1,TROUSERS,RIB,ONLINE,United States,1.56,16632,45.3,10.66,96.78831,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Australia,1.29,2505,46.14,22.59,97.90852,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Chile,1.29,5565,49.4,9.2,95.42046,10
TP BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,South Africa,1.29,1515,25.29,21.43,97.89985,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.41,5200,46.14,22.59,97.90852,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.41,8905,93.34,14.28,96.89653,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.41,7540,63.76,21.71,101.2057,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.41,4095,84.23,13.67,98.25504000000001,10
TOBIE LS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.41,2405,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.2,1246,46.14,22.59,97.90852,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.2,140,27.37,8.36,93.16306,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.2,14742,51.87,16.4,97.59904,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.2,2072,93.34,14.28,96.89653,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.2,1708,63.76,21.71,101.2057,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.2,728,84.23,13.67,98.25504000000001,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.2,11886,54.58,5.28,93.34894,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.2,1218,25.75,14.38,95.83855,10
TP BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.2,13314,157.3,11.64,92.31344,10
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.93,258,63.76,21.71,101.2057,10
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.93,6942,45.3,10.66,96.78831,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.78,600,46.14,22.59,97.90852,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Italy,1.78,16680,51.87,16.4,97.59904,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.78,6540,93.34,14.28,96.89653,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.78,780,63.76,21.71,101.2057,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.78,2460,84.23,13.67,98.25504000000001,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.78,13680,54.58,5.28,93.34894,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.78,1320,25.75,14.38,95.83855,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United Kingdom,1.78,10320,157.3,11.64,92.31344,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United States,1.78,11220,45.3,10.66,96.78831,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Australia,1.85,715,46.14,22.59,97.90852,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.85,7700,93.34,14.28,96.89653,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.85,2255,63.76,21.71,101.2057,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,South Korea,1.85,3300,84.23,13.67,98.25504000000001,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Sweden,1.85,15675,54.58,5.28,93.34894,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.85,9130,25.75,14.38,95.83855,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United Kingdom,1.85,11825,157.3,11.64,92.31344,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.33,650,46.14,22.59,97.90852,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.33,1950,108.63,25.18,99.96684,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Italy,1.33,6045,51.87,16.4,97.59904,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.33,3770,93.34,14.28,96.89653,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.33,1625,63.76,21.71,101.2057,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.33,1430,84.23,13.67,98.25504000000001,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Sweden,1.33,7410,54.58,5.28,93.34894,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.33,650,25.75,14.38,95.83855,10
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,United Kingdom,1.33,5590,157.3,11.64,92.31344,10
ALGOT BODY,3,BODY,RIB,STORE,Mexico,1.98,4860,63.76,21.71,101.2057,10
ALGOT BODY,3,BODY,RIB,STORE,South Korea,1.98,1356,84.23,13.67,98.25504000000001,10
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.93,330,46.14,22.59,97.90852,10
ALGOT BODY,3,BODY,RIB,ONLINE,China,1.93,330,27.37,8.36,93.16306,10
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.93,7359,93.34,14.28,96.89653,10
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.93,330,63.76,21.71,101.2057,10
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.93,2541,84.23,13.67,98.25504000000001,10
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.93,9009,54.58,5.28,93.34894,10
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.93,6765,157.3,11.64,92.31344,10
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.93,3630,45.3,10.66,96.78831,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.85,560,63.76,21.71,101.2057,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,United States,1.85,14440,45.3,10.66,96.78831,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Germany,1.5,7140,49.5,12.98,96.30234,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Switzerland,1.5,7260,99.54,10.81,94.67357,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.5,1032,25.75,14.38,95.83855,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Italy,1.78,8355,51.87,16.4,97.59904,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.78,3000,93.34,14.28,96.89653,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.78,645,25.75,14.38,95.83855,10
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Japan,1.82,2000,93.34,14.28,96.89653,10
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.9,108,63.76,21.71,101.2057,10
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.9,2892,45.3,10.66,96.78831,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,China,0.92,220,27.37,8.36,93.16306,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Italy,0.92,6776,51.87,16.4,97.59904,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Mexico,0.92,704,63.76,21.71,101.2057,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Sweden,0.92,1166,54.58,5.28,93.34894,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Turkey,0.92,528,25.75,14.38,95.83855,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,United Kingdom,0.92,1034,157.3,11.64,92.31344,10
ALGOT 2P CAP,2,CAP,RIB,ONLINE,United States,0.92,12254,45.3,10.66,96.78831,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.43,2400,108.63,25.18,99.96684,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.43,11232,51.87,16.4,97.59904,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.43,336,63.76,21.71,101.2057,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Poland,1.43,12000,28.13,11.67,97.61638,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Sweden,1.43,8232,54.58,5.28,93.34894,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.43,768,25.75,14.38,95.83855,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United Kingdom,1.43,6168,157.3,11.64,92.31344,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United States,1.43,9264,45.3,10.66,96.78831,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.48,7020,51.87,16.4,97.59904,10
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.48,270,63.76,21.71,101.2057,10
