Style_No,Pack_Qty,Product,Fabric_Type,Order_Category,Country,Price,Quantity,Pre,Temp,CCI,Order_Month
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.49,2884,20.67,17.87,103.4214,12
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.49,6958,35.65,-7.95,100.6832,12
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.49,700,84.55,3.22,94.64584,12
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.49,9842,122.21,5.41,99.94845,12
LS RIB SET,1,TROUSERS,RIB,ONLINE,United States,1.49,18200,59.97,0.91,97.95181,12
BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,China,1.25,13320,9.66,-4.46,103.3074,12
BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,STORE,Germany,1.25,9960,54.91,2.34,100.5436,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Germany,1.27,17352,54.91,2.34,100.5436,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,Switzerland,1.27,4440,96.82,0.04,101.0722,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,United Kingdom,1.27,5520,122.21,5.41,99.94845,12
ALGOT 2P CAP,2,CAP,RIB,STORE,Australia,0.89,3536,46.67,27.92,100.3343,12
ALGOT 2P CAP,2,CAP,RIB,STORE,China,0.89,572,9.66,-4.46,103.3074,12
ALGOT 2P CAP,2,CAP,RIB,STORE,Colombia,0.89,6084,117.44,25.3,98.19571,12
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.89,5824,14.03,18.49,100.7772,12
ALGOT 2P CAP,2,CAP,RIB,STORE,South Africa,0.89,3848,121.54,21.45,98.85948,12
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.79,7200,46.67,27.92,100.3343,12
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.79,10080,14.03,18.49,100.7772,12
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.79,6975,100.46,3.04,99.05020999999999,12
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.79,8055,20.67,17.87,103.4214,12
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.79,3600,10.8,1.25,100.7174,12
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.79,450,84.55,3.22,94.64584,12
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.71,6660,46.67,27.92,100.3343,12
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.71,9360,14.03,18.49,100.7772,12
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.71,6525,100.46,3.04,99.05020999999999,12
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.71,7515,20.67,17.87,103.4214,12
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.71,3240,10.8,1.25,100.7174,12
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.71,450,84.55,3.22,94.64584,12
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.93,4704,46.67,27.92,100.3343,12
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.93,672,14.03,18.49,100.7772,12
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.93,11340,100.46,3.04,99.05020999999999,12
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.93,2058,20.67,17.87,103.4214,12
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.93,5460,10.8,1.25,100.7174,12
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.93,3402,84.55,3.22,94.64584,12
ALGOT BODY,3,BODY,RIB,ONLINE,United States,1.93,14742,59.97,0.91,97.95181,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Australia,0.9,4452,46.67,27.92,100.3343,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,India,0.9,728,14.03,18.49,100.7772,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Italy,0.9,17388,69.56,6.21,102.191,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Japan,0.9,2044,100.46,3.04,99.05020999999999,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Mexico,0.9,8400,20.67,17.87,103.4214,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,South Korea,0.9,1316,10.8,1.25,100.7174,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Turkey,0.9,2744,84.55,3.22,94.64584,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Australia,0.95,1176,46.67,27.92,100.3343,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,India,0.95,280,14.03,18.49,100.7772,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Italy,0.95,8680,69.56,6.21,102.191,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Japan,0.95,3388,100.46,3.04,99.05020999999999,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Mexico,0.95,1680,20.67,17.87,103.4214,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,South Korea,0.95,2212,10.8,1.25,100.7174,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Sweden,0.95,5992,35.65,-7.95,100.6832,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,Turkey,0.95,1372,84.55,3.22,94.64584,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,United Kingdom,0.95,6188,122.21,5.41,99.94845,12
ALGOT 2P CAP,2,CAP,RIB,ONLINE,United States,0.95,12320,59.97,0.91,97.95181,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.47,3240,46.67,27.92,100.3343,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.47,360,14.03,18.49,100.7772,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.47,2196,20.67,17.87,103.4214,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.47,6300,84.55,3.22,94.64584,12
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,United States,1.47,15804,59.97,0.91,97.95181,12
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.41,18270,46.67,27.92,100.3343,12
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.41,2730,14.03,18.49,100.7772,12
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.41,6230,100.46,3.04,99.05020999999999,12
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.41,6720,20.67,17.87,103.4214,12
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.41,4060,10.8,1.25,100.7174,12
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.41,18620,84.55,3.22,94.64584,12
ALGOT 2P CAP,2,CAP,RIB,STORE,Colombia,0.97,3304,117.44,25.3,98.19571,12
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.97,15848,14.03,18.49,100.7772,12
ALGOT 2P CAP,2,CAP,RIB,STORE,South Africa,0.97,7504,121.54,21.45,98.85948,12
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.72,8190,46.67,27.92,100.3343,12
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.72,11520,14.03,18.49,100.7772,12
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.72,8010,100.46,3.04,99.05020999999999,12
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.72,9225,20.67,17.87,103.4214,12
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.72,3285,10.8,1.25,100.7174,12
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.72,450,84.55,3.22,94.64584,12
ALGOT 2P CAP,2,CAP,RIB,STORE,Colombia,0.92,17480,117.44,25.3,98.19571,12
ALGOT 2P CAP,2,CAP,RIB,STORE,India,0.92,15640,14.03,18.49,100.7772,12
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.86,3276,46.67,27.92,100.3343,12
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.86,3204,100.46,3.04,99.05020999999999,12
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.86,3600,10.8,1.25,100.7174,12
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.86,15768,35.65,-7.95,100.6832,12
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.73,12030,69.56,6.21,102.191,12
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.73,1320,100.46,3.04,99.05020999999999,12
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.73,3000,10.8,1.25,100.7174,12
ALGOT BODY,2,BODY,RIB,STORE,China,1.79,19992,9.66,-4.46,103.3074,12
ALGOT BODY,2,BODY,RIB,STORE,Colombia,1.79,11368,117.44,25.3,98.19571,12
ALGOT BODY,2,BODY,RIB,STORE,India,1.79,9184,14.03,18.49,100.7772,12
ALGOT BODY,2,BODY,RIB,STORE,South Korea,1.79,12152,10.8,1.25,100.7174,12
ALGOT BODY,2,BODY,RIB,STORE,Poland,1.97,13212,36.03,-1.43,99.55029,12
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.23,350,14.03,18.49,100.7772,12
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.23,3600,69.56,6.21,102.191,12
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.23,6400,35.65,-7.95,100.6832,12
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.23,650,84.55,3.22,94.64584,12
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.23,6100,122.21,5.41,99.94845,12
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.17,1275,91.4,28.87,100.17299999999999,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.17,1125,31.92,17.34,100.7537,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.17,12750,27.67,4.86,101.3228,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.17,1350,55.92,-0.06,98.66702,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.17,750,14.09,16.1,102.9215,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.17,2550,4.61,-1.38,100.6153,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.17,750,85.96,-0.47,94.71212,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.24,2850,91.4,28.87,100.17299999999999,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.24,2400,31.92,17.34,100.7537,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.24,7725,55.92,-0.06,98.66702,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.24,825,14.09,16.1,102.9215,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.24,5625,4.61,-1.38,100.6153,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.24,750,85.96,-0.47,94.71212,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.24,4275,91.4,28.87,100.17299999999999,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.24,2400,31.92,17.34,100.7537,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.24,5100,55.92,-0.06,98.66702,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.24,1200,14.09,16.1,102.9215,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.24,4200,4.61,-1.38,100.6153,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.24,750,85.96,-0.47,94.71212,1
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.72,3276,91.4,28.87,100.17299999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.72,3204,55.92,-0.06,98.66702,1
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.72,3600,4.61,-1.38,100.6153,1
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.72,18936,40.71,-5.89,99.96195999999999,1
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,India,1.86,6930,31.92,17.34,100.7537,1
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Mexico,1.86,5600,14.09,16.1,102.9215,1
ALGOT 5P BODY LS,5,BODY,RIB,ONLINE,Turkey,1.86,6090,85.96,-0.47,94.71212,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Australia,1.48,1620,91.4,28.87,100.17299999999999,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,India,1.48,360,31.92,17.34,100.7537,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Italy,1.48,19728,27.67,4.86,101.3228,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Mexico,1.48,10980,14.09,16.1,102.9215,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,ONLINE,Turkey,1.48,3060,85.96,-0.47,94.71212,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.35,7350,91.4,28.87,100.17299999999999,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.35,1120,31.92,17.34,100.7537,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.35,8540,55.92,-0.06,98.66702,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.35,7630,14.09,16.1,102.9215,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.35,5460,4.61,-1.38,100.6153,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Turkey,1.35,10290,85.96,-0.47,94.71212,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.49,534,40.71,-5.89,99.96195999999999,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.49,766,53.9,4.96,98.95043000000001,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.49,534,40.71,-5.89,99.96195999999999,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.49,766,53.9,4.96,98.95043000000001,1
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.94,1596,91.4,28.87,100.17299999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.94,504,31.92,17.34,100.7537,1
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.94,11466,14.09,16.1,102.9215,1
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.94,17766,4.61,-1.38,100.6153,1
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.94,13566,40.71,-5.89,99.96195999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.94,3570,85.96,-0.47,94.71212,1
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.94,15624,53.9,4.96,98.95043000000001,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,India,1.5,19593,31.92,17.34,100.7537,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,South Africa,1.5,11088,61.87,23.46,98.7315,1
ALGOT BODY,3,BODY,RIB,STORE,South Africa,1.99,8763,61.87,23.46,98.7315,1
ALGOT BODY,2,BODY,RIB,STORE,Poland,1.94,16088,39.55,-0.37,99.27032,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Mexico,0.91,4804,14.09,16.1,102.9215,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Australia,1.41,4260,91.4,28.87,100.17299999999999,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,India,1.41,1500,31.92,17.34,100.7537,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Japan,1.41,7140,55.92,-0.06,98.66702,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,Mexico,1.41,11460,14.09,16.1,102.9215,1
BOBO TIGHTS,5,TIGHTS,RIB,ONLINE,South Korea,1.41,4620,4.61,-1.38,100.6153,1
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.79,897,91.4,28.87,100.17299999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.79,1248,31.92,17.34,100.7537,1
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.79,5499,27.67,4.86,101.3228,1
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.79,858,55.92,-0.06,98.66702,1
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.79,1014,14.09,16.1,102.9215,1
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.79,780,4.61,-1.38,100.6153,1
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.79,10179,40.71,-5.89,99.96195999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.79,390,85.96,-0.47,94.71212,1
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.79,13221,53.9,4.96,98.95043000000001,1
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.71,966,91.4,28.87,100.17299999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.71,1344,31.92,17.34,100.7537,1
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.71,5922,27.67,4.86,101.3228,1
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.71,924,55.92,-0.06,98.66702,1
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.71,1092,14.09,16.1,102.9215,1
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.71,1176,4.61,-1.38,100.6153,1
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.71,9114,40.71,-5.89,99.96195999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.71,420,85.96,-0.47,94.71212,1
ALGOT BODY,3,BODY,RIB,ONLINE,United Kingdom,1.71,11886,53.9,4.96,98.95043000000001,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Australia,0.9,1968,91.4,28.87,100.17299999999999,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Chile,0.9,9072,54.04,13.82,99.39155,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Colombia,0.9,1776,90.15,25.15,97.45226,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Denmark,0.9,8208,52.72,4.0,99.9991,1
ALGOT 2P CAP,2,CAP,RIB,STORE,South Africa,0.9,1296,61.87,23.46,98.7315,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Sweden,0.9,16464,40.71,-5.89,99.96195999999999,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Switzerland,0.9,16704,41.59,-1.16,100.6774,1
ALGOT 2P CAP,2,CAP,RIB,STORE,Turkey,0.9,480,85.96,-0.47,94.71212,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.21,2772,31.92,17.34,100.7537,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.21,11016,27.67,4.86,101.3228,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.21,13707,40.71,-5.89,99.96195999999999,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.21,225,85.96,-0.47,94.71212,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.21,13293,53.9,4.96,98.95043000000001,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United States,1.21,9000,43.56,-3.2,97.72173000000001,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.21,250,91.4,28.87,100.17299999999999,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.21,100,17.51,-6.21,103.1453,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.21,6430,31.92,17.34,100.7537,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Italy,1.21,7340,27.67,4.86,101.3228,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.21,80,14.09,16.1,102.9215,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.21,500,4.61,-1.38,100.6153,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.21,5080,40.71,-5.89,99.96195999999999,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.21,100,85.96,-0.47,94.71212,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.21,4920,53.9,4.96,98.95043000000001,1
BERTIL SS SB,1,T-SHIRTS,SINGLE JERSEY,ONLINE,United States,1.21,8000,43.56,-3.2,97.72173000000001,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.17,1200,91.4,28.87,100.17299999999999,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.17,750,17.51,-6.21,103.1453,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.17,825,31.92,17.34,100.7537,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.17,3075,55.92,-0.06,98.66702,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.17,750,14.09,16.1,102.9215,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.17,2250,4.61,-1.38,100.6153,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.17,750,85.96,-0.47,94.71212,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Australia,1.24,2660,91.4,28.87,100.17299999999999,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,China,1.24,910,17.51,-6.21,103.1453,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,India,1.24,1820,31.92,17.34,100.7537,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Japan,1.24,7210,55.92,-0.06,98.66702,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Mexico,1.24,770,14.09,16.1,102.9215,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,South Korea,1.24,5250,4.61,-1.38,100.6153,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.24,17780,40.71,-5.89,99.96195999999999,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,Turkey,1.24,700,85.96,-0.47,94.71212,1
BERTIL SS SB,5,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.24,17220,53.9,4.96,98.95043000000001,1
BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,Sweden,1.2,4086,40.71,-5.89,99.96195999999999,1
BERTIL SS SB,3,T-SHIRTS,SINGLE JERSEY,ONLINE,United Kingdom,1.2,4914,53.9,4.96,98.95043000000001,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Australia,1.58,1056,91.4,28.87,100.17299999999999,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,India,1.58,1464,31.92,17.34,100.7537,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Japan,1.58,2040,55.92,-0.06,98.66702,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Mexico,1.58,1764,14.09,16.1,102.9215,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Sweden,1.58,6888,40.71,-5.89,99.96195999999999,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,Turkey,1.58,432,85.96,-0.47,94.71212,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United Kingdom,1.58,9912,53.9,4.96,98.95043000000001,1
LS RIB SET,1,T-SHIRTS,RIB,ONLINE,United States,1.58,10800,43.56,-3.2,97.72173000000001,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,Australia,1.58,1056,91.4,28.87,100.17299999999999,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,India,1.58,1464,31.92,17.34,100.7537,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,Japan,1.58,2040,55.92,-0.06,98.66702,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,Mexico,1.58,1764,14.09,16.1,102.9215,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,Sweden,1.58,6888,40.71,-5.89,99.96195999999999,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,Turkey,1.58,432,85.96,-0.47,94.71212,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,United Kingdom,1.58,9912,53.9,4.96,98.95043000000001,1
LS RIB SET,1,TROUSERS,RIB,ONLINE,United States,1.58,10800,43.56,-3.2,97.72173000000001,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,India,1.49,16695,31.92,17.34,100.7537,1
ALGOT 3P TIGHTS,3,TIGHTS,RIB,STORE,South Africa,1.49,9702,61.87,23.46,98.7315,1
ALGOT BODY,3,BODY,RIB,ONLINE,Australia,1.72,3105,91.4,28.87,100.17299999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,India,1.72,6030,31.92,17.34,100.7537,1
ALGOT BODY,3,BODY,RIB,ONLINE,Italy,1.72,13275,27.67,4.86,101.3228,1
ALGOT BODY,3,BODY,RIB,ONLINE,Japan,1.72,5445,55.92,-0.06,98.66702,1
ALGOT BODY,3,BODY,RIB,ONLINE,Mexico,1.72,3465,14.09,16.1,102.9215,1
ALGOT BODY,3,BODY,RIB,ONLINE,South Korea,1.72,1215,4.61,-1.38,100.6153,1
ALGOT BODY,3,BODY,RIB,ONLINE,Sweden,1.72,19530,40.71,-5.89,99.96195999999999,1
ALGOT BODY,3,BODY,RIB,ONLINE,Turkey,1.72,450,85.96,-0.47,94.71212,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Australia,1.67,840,91.4,28.87,100.17299999999999,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,India,1.67,1440,31.92,17.34,100.7537,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Italy,1.67,2580,27.67,4.86,101.3228,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Japan,1.67,1020,55.92,-0.06,98.66702,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Mexico,1.67,900,14.09,16.1,102.9215,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Sweden,1.67,15060,40.71,-5.89,99.96195999999999,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,Turkey,1.67,600,85.96,-0.47,94.71212,1
ALGOT 5P BODY SS,5,BODY,RIB,ONLINE,United Kingdom,1.67,14940,53.9,4.96,98.95043000000001,1
ALGOT BODY,3,BODY,RIB,STORE,Colombia,1.98,8925,90.15,25.15,97.45226,1
ALGOT BODY,3,BODY,RIB,STORE,India,1.98,11925,31.92,17.34,100.7537,1
